gene_name,SCZ.log2FC,SCZ.fdr
LCORL,0.021222524,0.29731948
LCP1,-0.004109837,0.968939116
LCP2,0.047976484,0.247470239
LCTL,0.092340009,0.155185123
LDB1,-0.018556715,0.24660479
LDB2,-0.026620717,0.170281003
LDB3,-0.085102884,0.142744505
LDHA,0.053602959,0.010166529
LDHAL6A,-0.062115271,0.523081734
LDHAL6DP,-0.015961205,0.83635584
LDHAL6FP,-0.125918008,0.043632071
LDHAP2,-0.029122788,0.765008733
LDHAP4,-0.03834265,0.661802084
LDHB,-0.006647102,0.752044888
LDHC,0.132111429,0.529779048
LDHD,0.077715452,0.00177799
LDLR,0.060981151,0.27462676
LDLRAD2,0.080842235,0.434764446
LDLRAD3,-0.065990473,0.02626418
LDLRAD4,-0.068353932,9.17E-05
LDLRAD4-AS1,0.067636496,0.463186842
LDLRAP1,-0.108716337,0.008303799
LDOC1,0.051069736,0.102150445
LDOC1L,-0.032389861,0.007264619
LEAP2,-0.029692938,0.540636009
LECT1,0.01203008,0.850598082
LEF1,-0.160391554,1.98E-05
LEF1-AS1,-0.152376014,0.085225279
LEFTY1,0.085975631,0.150747562
LEKR1,0.011177398,0.882845188
LEMD1,-0.005326803,0.969536919
LEMD2,0.004594484,0.840972761
LEMD3,-0.003197852,0.833133083
LENEP,-0.01831922,0.878751119
LENG1,-0.000186891,0.994729916
LENG8,-0.013838734,0.613102827
LENG8-AS1,0.069899851,0.198367734
LENG9,-0.012946055,0.838442028
LEO1,0.02718312,0.17803093
LEPR,-0.03246814,0.300087594
LEPRE1,0.013775884,0.527969387
LEPREL1,0.009841859,0.794298038
LEPREL1-AS1,-0.026876189,0.799533587
LEPREL2,-0.022619622,0.598955391
LEPREL4,0.073008739,0.000723725
LEPROT,0.044618831,0.086298
LEPROTL1,-0.026754326,0.009122418
LETM1,0.001828677,0.915403151
LETM1P2,-0.064694122,0.264339404
LETM2,0.00864936,0.738780441
LETMD1,0.03394927,0.011633198
LFNG,0.130466492,0.003050402
LGALS1,-0.022218156,0.481502921
LGALS3,0.174824322,1.17E-05
LGALS3BP,0.036534626,0.378099691
LGALS4,-0.102032066,0.287782417
LGALS8,-0.007389544,0.741149264
LGALS9,-0.064529044,0.228917399
LGALSL,-0.009328764,0.599984463
LGI1,0.003187198,0.904396334
LGI2,-0.065690651,0.038520787
LGI3,0.021605943,0.586595056
LGI4,0.074334992,0.000773836
LGMN,0.030403303,0.081864087
LGR4,0.086556238,0.000174652
LGR5,-0.099086386,0.0555945
LGR6,-0.332463653,5.58E-06
LHFP,0.026489473,0.188130309
LHFPL1,0.14813187,0.014232775
LHFPL2,-0.01885631,0.605783455
LHFPL3,-0.039675721,0.242001629
LHFPL4,-0.053827341,0.01393437
LHFPL5,0.017578352,0.688050894
LHPP,-0.01269176,0.727346065
LHX2,0.075494312,0.009964631
LHX4,-0.04649842,0.385269049
LHX6,-0.019660974,0.574774804
LIAS,-0.025569115,0.123090824
LIFR,0.000763594,0.98435563
LIFR-AS1,0.026056691,0.36193952
LIG1,-0.008384394,0.768769268
LIG3,0.014415216,0.326762108
LIG4,-0.002103984,0.927953556
LILRA1,-0.152354892,0.070883735
LILRA2,-0.145223495,0.073502346
LILRA4,-0.479828921,2.13E-06
LILRA5,0.230879776,0.07977749
LILRA6,0.280999876,0.006814332
LILRB1,-0.124597658,0.101892678
LILRB2,-0.027315161,0.821749189
LILRB3,0.393390254,5.6E-05
LILRB4,-0.227797937,0.001598405
LILRB5,-0.125726861,0.190842191
LIMA1,-0.05036125,0.023460258
LIMCH1,-0.022500555,0.123507427
LIMD1,0.011990355,0.741485069
LIMD1-AS1,0.06787915,0.09119971
LIMD2,-0.028351758,0.2092652
LIME1,-0.092374984,0.001884978
LIMK1,-0.019162096,0.364277793
LIMK2,0.176812019,4.19E-07
LIMS1,0.058514499,0.052246999
LIMS2,-0.035541067,0.489299998
LIN28B,0.049061755,0.23856023
LIN37,0.001806779,0.957409624
LIN52,-0.010331379,0.550054221
LIN54,-0.008279097,0.671720983
LIN7A,0.06760045,5E-06
LIN7B,0.028414926,0.221236449
LIN7C,0.045420968,0.011268396
LIN9,0.058568462,0.004570426
LINC00085,-0.073878701,0.007621084
LINC00086,-0.002315879,0.93613855
LINC00087,-0.015307532,0.548447204
LINC00092,0.111870615,0.004499335
LINC00094,-0.017601022,0.167428758
LINC00106,-0.011359113,0.900281312
LINC00115,0.045247029,0.347264402
LINC00116,0.052209561,0.094083254
LINC00152,0.032726632,0.403460561
LINC00158,0.007888759,0.920670432
LINC00167,-0.009552416,0.930333523
LINC00173,0.168413289,0.000470466
LINC00174,-0.007348887,0.892325329
LINC00176,0.043640732,0.289732836
LINC00184,-0.018644951,0.83167392
LINC00202-1,0.084375055,0.083723188
LINC00205,0.015833021,0.820816112
LINC00222,0.02282163,0.802823284
LINC00237,-0.095449347,0.064260499
LINC00240,0.025312443,0.549936348
LINC00242,0.001002558,0.987872714
LINC00263,-0.026245562,0.623842333
LINC00265,-0.077765992,0.002802349
LINC00266-1,0.022258002,0.868095909
LINC00271,0.012983243,0.842783279
LINC00277,-0.078965591,0.210222583
LINC00278,-0.020353186,0.858006742
LINC00283,0.11456816,0.074050807
LINC00284,0.022659192,0.747347777
LINC00290,0.095924636,0.326031804
LINC00299,-0.050876473,0.299858642
LINC00304,-0.024231631,0.814410777
LINC00310,-0.066931599,0.340791342
LINC00312,0.015026299,0.885168521
LINC00313,-0.013493208,0.920988313
LINC00319,-0.045574255,0.596779899
LINC00320,-0.03234299,0.575108275
LINC00323,-0.304630381,0.000170399
LINC00324,-0.01324105,0.860238605
LINC00326,0.228161211,0.008732825
LINC00327,-0.027651945,0.569435075
LINC00334,0.045439481,0.604366989
LINC00338,-0.02025905,0.408407907
LINC00339,-0.016212601,0.806991883
LINC00341,-0.032081559,0.483803079
LINC00342,-0.067971959,0.037788713
LINC00343,-0.15118365,0.065297394
LINC00346,0.022688995,0.858524512
LINC00390,0.05114952,0.643343359
LINC00391,0.115149361,0.161268001
LINC00398,0.010744,0.916783645
LINC00402,-0.007705289,0.940268016
LINC00403,-0.097998395,0.015790878
LINC00404,-0.122804326,0.043849911
LINC00407,-0.075802895,0.320439263
LINC00412,0.045810397,0.651242743
LINC00426,0.016389169,0.837078488
LINC00440,0.075653335,0.507928658
LINC00443,-0.032918575,0.839392003
LINC00449,0.054178284,0.602704168
LINC00460,-0.000539331,0.99462935
LINC00461,-0.060230113,0.007278867
LINC00467,-0.026970978,0.6324483
LINC00470,0.004768675,0.973336588
LINC00471,0.041125132,0.582494872
LINC00472,-0.010855357,0.833495607
LINC00473,-0.156227322,0.00178566
LINC00476,0.010242893,0.747713921
LINC00478,-0.029661192,0.135598732
LINC00484,-0.102996227,0.230915329
LINC00488,0.051164988,0.58910891
LINC00493,-0.019853369,0.330116656
LINC00499,0.02166353,0.867848147
LINC00500,-0.042798019,0.747530957
LINC00504,-0.081568542,0.079156315
LINC00507,-0.049246345,0.558444168
LINC00511,0.051088543,0.036693931
LINC00515,0.027769177,0.486089975
LINC00526,0.026204837,0.399327183
LINC00535,-0.021392897,0.709719944
LINC00537,0.037717552,0.562460029
LINC00539,-0.044070606,0.66815638
LINC00545,0.091250299,0.250710005
LINC00552,0.007709666,0.942347207
LINC00562,-0.090099839,0.063594236
LINC00565,0.047660629,0.595048157
LINC00567,-0.094566139,0.1708352
LINC00568,0.022920265,0.809751966
LINC00570,0.034225034,0.749774308
LINC00571,-0.105850699,0.235966062
LINC00574,-0.027986749,0.625166331
LINC00577,-0.009661077,0.938784166
LINC00578,-0.012027689,0.930875926
LINC00592,-0.099094328,0.323716401
LINC00594,0.034721978,0.683297247
LINC00595,-0.014837951,0.835048428
LINC00599,-0.101752952,0.003203803
LINC00601,-0.038136334,0.694235289
LINC00607,-0.173292746,0.018650694
LINC00609,0.001366801,0.990915756
LINC00610,0.016421584,0.812830048
LINC00612,0.116538899,0.148977047
LINC00614,-0.079909459,0.392697346
LINC00617,0.093340043,0.003312268
LINC00618,0.105850201,0.209608423
LINC00620,0.032454187,0.779001469
LINC00621,-0.022719433,0.721291455
LINC00622,0.044691807,0.116092397
LINC00623,0.094100407,0.021234832
LINC00629,0.073961764,0.443003167
LINC00630,-0.036828292,0.047367754
LINC00632,-0.030836839,0.334577927
LINC00634,-0.06260064,0.02726681
LINC00636,-0.050225134,0.587375986
LINC00638,-0.017794962,0.855403056
LINC00639,-0.129588055,0.010883575
LINC00640,-0.018812594,0.888098539
LINC00641,0.020808786,0.237049232
LINC00642,-0.113056321,0.167841358
LINC00643,-0.055492771,0.044431034
LINC00645,-0.131006358,0.18895924
LINC00649,-0.043425137,0.498797643
LINC00652,0.031111393,0.571703971
LINC00654,-0.011420787,0.806738471
LINC00657,0.01290683,0.426038202
LINC00662,0.017859395,0.257602767
LINC00663,0.007908727,0.84039759
LINC00664,0.057764615,0.496900752
LINC00665,-0.000485361,0.985048852
LINC00667,-0.018645077,0.318023642
LINC00672,-0.039098126,0.020424446
LINC00674,-0.01308162,0.867003735
LINC00680,-0.059799139,0.048304164
LINC00683,-0.02838475,0.685014959
LINC00685,-0.076363672,0.207527937
LINC00689,0.008510832,0.92742796
LINC00693,0.0806199,0.012477551
LINC00702,0.042431379,0.626306434
LINC00707,-0.06660244,0.498305046
LINC00710,0.028529588,0.729220995
LINC00839,0.019196962,0.728973166
LINC00840,-0.140223385,0.11890957
LINC00842,0.061429849,0.458419394
LINC00843,-0.030277143,0.788173432
LINC00844,-0.011238721,0.883966317
LINC00845,-0.011993555,0.920928155
LINC00846,0.09623228,0.005686488
LINC00847,0.010161291,0.699497328
LINC00852,0.004526451,0.944978801
LINC00853,0.136265848,0.087650093
LINC00854,0.009340909,0.933839252
LINC00856,-0.034225548,0.339693632
LINC00857,0.127305581,0.059382691
LINC00862,-0.024567916,0.847979291
LINC00863,-0.096723617,0.009655487
LINC00865,-0.084729003,0.107146619
LINC00867,-0.081466705,0.363547586
LINC00870,0.016544723,0.866239737
LINC00877,0.012527585,0.890682598
LINC00881,0.012108813,0.9256592
LINC00882,-0.019341197,0.429114742
LINC00883,-0.095931127,2.82E-05
LINC00884,0.054485406,0.070523288
LINC00886,0.034322112,0.602320325
LINC00887,0.072319273,0.516765283
LINC00888,0.012832642,0.544312503
LINC00893,-0.087961503,0.027920187
LINC00894,-0.034880157,0.325488528
LINC00898,-0.020056276,0.843644343
LINC00899,-0.056931399,0.202491403
LINC00900,0.049361637,0.106323101
LINC00901,0.023783225,0.721889947
LINC00907,0.037483433,0.624466752
LINC00909,-0.047383974,0.006403243
LINC00910,-0.041450006,0.342610492
LINC00920,-0.240140955,0.001762927
LINC00923,-0.007193063,0.953926665
LINC00924,-0.020561381,0.843420326
LINC00925,-0.150375854,1.46E-11
LINC00926,-0.042989693,0.425071152
LINC00928,-0.082787148,0.172133752
LINC00930,0.165433684,0.06957759
LINC00933,0.089723225,0.230228824
LINC00936,-0.048426062,0.080194386
LINC00937,-0.024262295,0.614557406
LINC00938,-0.00202182,0.944817399
LINC00940,-0.014699586,0.918225896
LINC00941,-0.004189108,0.953702309
LINC00943,-0.222224375,1.92E-06
LINC00948,-0.086818949,0.369351034
LINC00951,0.068890049,0.324098672
LINC00957,-0.015627918,0.617379984
LINC00958,-0.042985221,0.665966854
LINC00959,-0.127679452,0.00164684
LINC00960,-0.095344024,0.219524879
LINC00961,0.102173257,0.087470425
LINC00963,0.022047844,0.408655396
LINC00964,0.024864781,0.83362608
LINC00966,-0.024153882,0.453854773
LINC00969,-0.008238935,0.893554707
LINC00982,0.089507892,0.106851446
LINC00984,0.067585593,0.024067681
LINC00987,-0.074581735,0.035741362
LINC00996,-0.708487403,5.25E-11
LINC00998,0.007871641,0.75827976
LINC00999,0.060451647,0.278723482
LINC01001,0.088187626,0.05549239
LINC01002,0.118820062,0.105928603
LINC01003,-0.091409994,0.004594889
LINC01004,0.007578787,0.921840418
LINC01006,0.069861375,0.329558397
LINC01007,0.098332045,0.019641918
LINC01010,0.145541443,0.09521444
LINC01011,-0.011792142,0.731817642
LINC01013,-0.027057549,0.757325928
LINC01018,0.012580117,0.737227569
LINC01023,0.072266508,0.342591073
LINC01024,-0.079785388,0.002887389
LINC01057,0.195361918,5.96E-05
LINC01063,0.048562233,0.657265461
LINC01071,-0.092964178,0.292441873
LINC01085,-0.002415032,0.979518031
LINC01088,0.144203731,0.0280512
LINGO1,-0.100256333,1.43E-07
LINGO2,0.07175388,0.00021161
LINGO3,-0.050373444,0.231424082
LINS,-0.00926646,0.673335316
LIPA,-0.086985562,0.0009835
LIPC,0.063497951,0.23714385
LIPE,-0.031828429,0.548021733
LIPE-AS1,-0.030258191,0.326021014
LIPG,-0.146114652,0.088606423
LIPH,-0.324759196,6.64E-10
LIPJ,-0.128662535,0.022434298
LIPT1,-0.005008608,0.890608556
LIPT1P1,-0.062915962,0.2451221
LIPT2,-0.021393366,0.701081584
LITAF,-0.009636091,0.857991146
LIX1,0.059482404,0.14487253
LIX1L,0.025267671,0.320971168
LL09NC01-139C3.1,-0.026646965,0.818700361
LL09NC01-251B2.3,-0.041292461,0.736988563
LL0XNC01-116E7.1,-0.058494299,0.364139998
LL0XNC01-116E7.2,-0.070342536,0.368822231
LL0XNC01-116E7.4,-0.034682422,0.753875486
LL0XNC01-16G2.1,0.224123761,6.7E-09
LL0XNC01-237H1.2,-0.097856682,0.000401916
LL0XNC01-240C2.1,-0.040030996,0.750894798
LL0XNC01-250H12.3,0.045213302,0.747054202
LL0XNC01-7P3.1,0.00109216,0.982930793
LL21NC02-1C16.1,-0.04764812,0.67731326
LL21NC02-1C16.2,-0.059792205,0.516006048
LL22NC03-104C7.1,0.132050434,0.056052521
LL22NC03-13G6.2,-0.159288339,0.015281061
LL22NC03-2H8.4,-0.071897051,0.247478872
LL22NC03-2H8.5,-0.00854776,0.906647636
LL22NC03-32F9.1,0.000627045,0.995163507
LL22NC03-80A10.11,-0.060493274,0.536170288
LL22NC03-80A10.6,-0.060297662,0.032292115
LL22NC03-86G7.1,-0.093676063,0.02626418
LL22NC03-N14H11.1,0.107919601,0.241527363
LL22NC03-N27C7.1,-0.025067821,0.676318032
LL22NC03-N64E9.1,0.055351158,0.767454514
LLGL1,-0.03042663,0.331001395
LLGL2,-0.051034877,0.210552149
LLNLF-65H9.1,0.005913864,0.955262026
LLNLR-246C6.1,-0.086126218,0.238468251
LLNLR-249E10.1,0.057377497,0.698552219
LLNLR-299G3.1,0.03036738,0.786165764
LLPH,-0.000981022,0.969620125
LMAN1,0.024628216,0.066109194
LMAN1L,0.00883032,0.946709877
LMAN2,0.023615413,0.099116642
LMAN2L,0.062331737,0.01749131
LMBR1,-0.0205564,0.041182351
LMBR1L,0.037317478,0.0254573
LMBRD1,-0.016085271,0.218310968
LMBRD2,0.008925523,0.588770925
LMCD1,-0.038631172,0.383922516
LMCD1-AS1,-0.029082322,0.481059155
LMF1,-0.021813125,0.459275277
LMF2,0.017388809,0.376453959
LMLN,-0.008588288,0.670024059
LMNA,0.074137694,0.021527795
LMNB1,0.085193194,0.001545214
LMNB2,0.004867026,0.837766749
LMO1,0.056621671,0.344205458
LMO2,-0.161106957,1.72E-06
LMO3,-0.002638029,0.921182777
LMO4,-0.00378589,0.888723923
LMO7,0.019120922,0.328461746
LMOD1,0.151163271,0.00168148
LMOD3,-0.165663126,0.000221369
LMTK2,-0.006408706,0.779001469
LMTK3,-0.001823692,0.954230659
LNP1,0.019229939,0.458939165
LNPEP,-0.021665729,0.130312561
LNX1,-0.00011298,0.996212067
LNX2,0.05302379,0.001777378
LOC100421166,-0.017752229,0.838347211
LOH12CR1,-0.021197792,0.24893593
LOH12CR2,-0.041321978,0.069171558
LONP1,0.043258272,0.001100861
LONP2,0.001475973,0.919631416
LONRF1,0.030401486,0.082692038
LONRF2,0.015482711,0.401537385
LONRF3,0.133200449,0.000262714
LOR,-0.054135489,0.585087286
LOX,0.169067412,1.03E-06
LOXHD1,-0.102436785,0.079516433
LOXL1,-0.018952908,0.798660771
LOXL1-AS1,0.015090386,0.879154327
LOXL2,0.148672607,0.000334133
LOXL3,0.019574801,0.579134591
LOXL4,0.044880623,0.476409428
LPA,-0.018649189,0.80268494
LPAL2,-0.068009825,0.384892019
LPAR1,-0.084863241,0.069270679
LPAR2,-0.044541837,0.263546804
LPAR3,0.215725718,0.005533493
LPAR4,-0.080928236,0.266485043
LPAR5,-0.291311203,6.29E-06
LPAR6,-0.229882157,5.41E-09
LPCAT1,0.002531031,0.922182827
LPCAT2,-0.087296819,0.034889781
LPCAT2BP,-0.013620046,0.908213056
LPCAT3,0.024475484,0.293117877
LPCAT4,-0.000124947,0.996598154
LPGAT1,-0.008695788,0.653636759
LPHN1,-0.033111872,0.008652483
LPHN2,0.006056507,0.795450335
LPHN3,0.024029631,0.034469866
LPIN1,0.052656649,0.000296703
LPIN2,0.005630419,0.766157647
LPIN3,0.156765276,0.000124324
LPL,0.194661678,4.86E-05
LPO,0.008594855,0.920524072
LPP,0.083575945,0.000300074
LPP-AS2,0.086702928,0.038980372
LPPR1,-0.143318991,8.02E-06
LPPR3,0.070258375,0.017907852
LPPR4,0.000380055,0.988298579
LPPR5,-0.007359256,0.75350836
LPXN,-0.056826907,0.010022516
LRAT,0.200302179,1.65E-05
LRBA,0.006268856,0.683446031
LRCH1,0.031148768,0.068821252
LRCH2,0.049149623,0.001664193
LRCH3,-0.010858091,0.363525778
LRCH4,0.011945637,0.586851088
LRCOL1,0.047566842,0.677284791
LRFN1,0.017882362,0.492529328
LRFN2,-0.034186289,0.059429257
LRFN3,-0.032516006,0.087987611
LRFN4,-0.042723694,0.038010884
LRFN5,0.018736485,0.293946593
LRGUK,-0.006661633,0.918367762
LRIF1,0.055241184,0.010530551
LRIG1,0.089782775,0.015109919
LRIG2,0.008751288,0.640083291
LRIG3,-0.025867317,0.486185395
LRIT2,0.103218116,0.137239667
LRIT3,0.021443437,0.729355833
LRMP,-0.014983008,0.720831405
LRP1,0.034140076,0.066700429
LRP10,0.12136945,1.91E-05
LRP11,0.032236468,0.007278867
LRP12,0.015638059,0.236632386
LRP1B,0.001508017,0.962697659
LRP2,-0.067466363,0.433787724
LRP2BP,0.068613663,0.001778982
LRP3,0.006151569,0.856031407
LRP4,0.089392418,0.029382617
LRP4-AS1,0.044257143,0.636981954
LRP5,0.025243382,0.538742462
LRP5L,-0.003969435,0.946001786
LRP6,-0.010670373,0.568736828
LRP8,-0.033098705,0.181237981
LRPAP1,0.011094051,0.531830967
LRPPRC,-0.016893336,0.160463525
LRR1,0.013258822,0.770969694
LRRC1,0.044960531,0.158883405
LRRC10B,0.098481431,0.006526249
LRRC14,-0.00120906,0.954230659
LRRC16A,0.043532744,0.160132294
LRRC16B,-0.028304048,0.26489728
LRRC17,-0.221576485,9.52E-08
LRRC19,-0.028321095,0.766516968
LRRC2,0.109283718,0.003390176
LRRC20,0.013239704,0.57017122
LRRC23,0.032802534,0.12788923
LRRC24,-0.013227857,0.730617018
LRRC25,-0.055815673,0.599937166
LRRC27,-0.022731793,0.118574912
LRRC28,0.005864768,0.779312747
LRRC29,-0.07086129,0.014464999
LRRC3,0.250951196,5.87E-05
LRRC32,0.114353937,0.04271905
LRRC34,0.045476509,0.032492915
LRRC36,0.045223229,0.574482643
LRRC37A,-0.003494224,0.978703041
LRRC37A15P,-0.102512659,0.046721783
LRRC37A16P,-0.018162828,0.703998622
LRRC37A17P,0.024300845,0.604343215
LRRC37A2,0.059990416,0.462418526
LRRC37A3,-0.022097641,0.508592643
LRRC37A4P,-0.040984629,0.802126169
LRRC37A6P,-0.052073043,0.256271167
LRRC37B,0.002297207,0.932223797
LRRC37BP1,0.017851788,0.293648741
LRRC38,-0.059285899,0.312236565
LRRC39,0.037367435,0.23694244
LRRC3B,0.070462863,0.058812436
LRRC3DN,0.186281594,0.011044591
LRRC4,-0.06789506,2.48E-05
LRRC40,-0.013224646,0.494175302
LRRC41,0.008778442,0.4558007
LRRC42,-0.022451287,0.218737642
LRRC43,0.049423887,0.071870366
LRRC45,0.002846433,0.934920445
LRRC46,-0.074273413,0.21993622
LRRC47,0.023693848,0.04385669
LRRC48,0.002411791,0.950414801
LRRC49,-0.001948122,0.932097329
LRRC4B,-0.008609975,0.691357426
LRRC4C,0.017145928,0.296355465
LRRC53,-0.040635744,0.474870901
LRRC55,-0.085920947,0.011901902
LRRC56,-0.059189336,0.109684522
LRRC57,0.027022464,0.123323524
LRRC58,0.015247259,0.429720471
LRRC59,-0.004803346,0.762113312
LRRC6,-0.016676301,0.478889618
LRRC61,0.045330229,0.184816753
LRRC63,-0.103304904,0.106309963
LRRC66,-0.054931806,0.17760343
LRRC69,0.001905499,0.985924297
LRRC7,0.010182192,0.615968596
LRRC70,0.005511136,0.936278477
LRRC73,-0.001770492,0.956977247
LRRC8A,0.056838451,0.009859004
LRRC8B,-0.037040573,0.011675752
LRRC8C,-0.07641598,9.99E-07
LRRC8D,-0.064116538,0.000706718
LRRC9,-0.023350842,0.63816079
LRRCC1,-0.016722239,0.585126287
LRRD1,-0.062414388,0.46087732
LRRFIP1,0.02169694,0.211151991
LRRFIP1P1,-0.014278269,0.815794413
LRRFIP2,0.021640823,0.08544828
LRRIQ1,0.090659728,0.019439212
LRRIQ3,0.066048677,0.317939095
LRRK1,0.004701264,0.897305507
LRRK2,-0.035031578,0.055353577
LRRN1,-0.027228786,0.285712892
LRRN2,0.000733628,0.979795109
LRRN3,-0.080857637,4.23E-06
LRRN4,-0.031884019,0.715110536
LRRN4CL,-0.051066708,0.411761629
LRRTM1,0.015847779,0.514672676
LRRTM2,-0.012831548,0.546187511
LRRTM3,-0.016177175,0.447282843
LRRTM4,0.010013384,0.686958416
LRSAM1,0.03154584,0.0093305
LRTM1,-0.084720779,0.293074413
LRTM2,-0.0911805,6.62E-06
LRTOMT,0.01700037,0.496318474
LRWD1,-0.021297578,0.206103306
LSAMP,0.023200408,0.111580902
LSAMP-AS1,0.009861,0.904903011
LSG1,0.012311414,0.487922809
LSM1,-0.005730461,0.755593892
LSM10,0.001139364,0.977081555
LSM11,0.014744223,0.553142282
LSM12,-0.031242543,0.046409167
LSM12P1,0.039411361,0.614099697
LSM14A,0.011780437,0.436504567
LSM14B,0.008789828,0.663306447
LSM2,-0.043183702,0.014198227
LSM3,-0.014255567,0.367495429
LSM4,-0.014921111,0.297245885
LSM5,0.005168082,0.806738471
LSM6,0.055600091,0.005664185
LSM7,-0.013775102,0.647616411
LSMD1,-0.006190299,0.825969138
LSMEM1,0.00344293,0.964931086
LSMEM2,-0.056751558,0.457924852
LSP1,-0.001500643,0.986834717
LSR,-0.116239178,0.007221076
LSS,-0.061462225,0.002207992
LST1,-0.211359328,0.000883982
LTA4H,0.04401789,1.16E-05
LTB,0.041830136,0.554717976
LTB4R,0.050791122,0.225658991
LTB4R2,0.162824776,0.219524879
LTB4R2,0.007718599,0.920524072
LTBP1,0.099448233,0.000779654
LTBP2,0.025682164,0.649226501
LTBP3,0.026904174,0.147858244
LTBP4,0.010119923,0.743094985
LTBR,0.071129007,0.095559969
LTC4S,-0.341646701,1.01E-07
LTF,0.098140981,0.514377666
LTK,0.04587754,0.484281303
LTN1,-0.040501406,2.37E-05
LTV1,-0.017268636,0.394003957
LUC7L,-0.019516954,0.289720028
LUC7L2,0.167173558,0.208907562
LUC7L3,-0.026648082,0.150241871
LUM,-0.209799998,0.000667081
LURAP1,-0.033870801,0.159050652
LURAP1L,0.054060628,0.15348836
LUZP1,-0.04142391,0.040303805
LUZP2,-0.0254191,0.384339176
LXN,-0.15283537,0.000952435
LY6D,0.016846146,0.884746692
LY6E,0.006293728,0.775509908
LY6G5B,-0.073647186,0.080634975
LY6G5C,0.006677347,0.938602002
LY6H,0.090074894,5.13E-05
LY6K,0.04368394,0.698873928
LY75,-0.11181007,0.018990429
LY86,-0.231091792,0.001377254
LY86-AS1,0.008031736,0.867409181
LY96,0.008857859,0.924044629
LYAR,0.018765789,0.575367894
LYG1,-0.01557516,0.851411209
LYL1,-0.156697292,0.000977999
LYN,0.03753146,0.502233585
LYNX1,-0.062552157,0.002003259
LYPD1,-0.040107732,0.363144154
LYPD3,0.233544049,0.000961769
LYPD5,0.065429321,0.008862782
LYPD6,-0.032101657,0.226472765
LYPD6B,-0.007309391,0.890548207
LYPD8,-0.191182939,0.06241297
LYPLA1,-0.05262746,0.001102587
LYPLA1P3,-0.024491212,0.859006885
LYPLA2,-0.012824401,0.434624364
LYPLAL1,0.009394451,0.665754954
LYRM1,0.002131146,0.924002836
LYRM2,-0.015895165,0.149713638
LYRM4,-0.041907342,0.003553064
LYRM5,-0.051270002,0.025211352
LYRM7,-0.003901299,0.851471644
LYRM9,-0.022673225,0.56346075
LYSMD1,-0.026271972,0.116302964
LYSMD2,-0.012756306,0.508163654
LYSMD3,0.038532957,0.013200155
LYSMD4,-0.025381038,0.322494048
LYST,-0.000147703,0.992957536
LYVE1,-0.100437539,0.189918789
LYZ,0.143253937,0.11638204
LYZL4,0.015325556,0.890682598
LZIC,-0.045504408,0.000932423
LZTFL1,0.005235969,0.817337733
LZTR1,-0.008781139,0.661589026
LZTS1,-0.053560383,0.010022516
LZTS2,-0.019423545,0.326440774
LZTS3,0.021526436,0.247685965
M1AP,0.01194192,0.847626939
M6PR,-0.00696259,0.629504849
MAATS1,0.059708556,0.008817943
MAB21L1,0.055077871,0.351751713
MAB21L2,-0.019587744,0.865362318
MACF1,0.025315006,0.171542132
MACROD1,0.116721299,4.48E-06
MACROD2,0.024358706,0.165335203
MACROD2-AS1,-0.021307072,0.771738141
MAD1L1,0.014259405,0.482851368
MAD2L1,0.025960135,0.24363924
MAD2L1BP,-0.014387771,0.459296433
MAD2L2,0.038570511,0.049476977
MADCAM1,0.02276115,0.714120018
MADD,0.001350428,0.952129908
MAEA,0.007268996,0.668403882
MAEL,0.008812423,0.892733882
MAF,-0.076540863,0.006567413
MAF1,0.011289636,0.495527806
MAFB,-0.024332201,0.534967653
MAFF,0.244465776,0.000353188
MAFG,-0.047866586,0.001356946
MAFG-AS1,-0.022276126,0.684870843
MAFK,-0.058062111,0.036516245
MAG,-0.115003154,0.101817006
MAGEC3,0.034377402,0.800903407
MAGED1,0.009126939,0.65564514
MAGED2,-0.015620928,0.329367752
MAGED4,0.104457983,0.077609223
MAGED4B,0.184236508,0.003023394
MAGEE1,0.019525161,0.370864278
MAGEE2,0.14982112,8.29E-06
MAGEF1,0.011788125,0.508288049
MAGEH1,0.005818965,0.77363926
MAGEL2,-0.0831785,0.351458262
MAGI1,-0.01128996,0.458151737
MAGI1-IT1,-0.011538889,0.894326839
MAGI2,0.025819485,0.012293956
MAGI2-AS1,-0.061960365,0.260848115
MAGI2-AS3,-0.000215809,0.991754604
MAGI3,0.015360085,0.368822231
MAGIX,-0.033182353,0.203735587
MAGOH,0.028279767,0.240059165
MAGOH2,-0.023139189,0.834509358
MAGOHB,0.006584202,0.795943845
MAGT1,-0.001686964,0.969536919
MAK,0.126600751,0.093574767
MAK16,-0.015850699,0.382692586
MAL,-0.030409769,0.69027734
MAL2,0.03687759,0.094679619
MALAT1,0.024754961,0.472758271
MALL,0.002847664,0.965102454
MALSU1,-0.002323823,0.910217775
MALT1,0.0325085,0.113364685
MAMDC2,-0.017740675,0.706383523
MAMDC2-AS1,-0.043162176,0.26336121
MAMDC4,0.002049795,0.968999986
MAML1,-0.016371212,0.210794278
MAML2,-0.001809428,0.968256947
MAML3,-0.107204741,7.19E-07
MAMLD1,0.052912823,0.015857692
MAMSTR,-0.034136624,0.358392877
MAN1A1,-0.012515125,0.769804921
MAN1A2,-0.020077756,0.17012169
MAN1B1,0.009843448,0.605976286
MAN1C1,0.042958656,0.014741932
MAN2A1,-0.06246042,0.011683759
