gene_name,SCZ.log2FC,SCZ.fdr
MAN2A2,-0.030138321,0.112146999
MAN2B1,-0.030421875,0.291382441
MAN2B2,0.0316913,0.016520496
MAN2C1,0.001019311,0.969743637
MANBA,0.045242718,0.000791338
MANBAL,-0.013661918,0.387318385
MANEA,-0.029095412,0.159330397
MANEA-AS1,0.024361335,0.58835439
MANEAL,-0.017081314,0.274612589
MANF,0.023671272,0.555602834
MANSC1,-0.004894737,0.863603569
MAOA,0.080569193,0.002781477
MAOB,0.148912654,1.46E-11
MAP10,-0.051092654,0.128530972
MAP1A,-0.033132503,0.058651
MAP1B,-0.017219217,0.480885631
MAP1LC3A,-0.022394977,0.230963817
MAP1LC3B,0.023829662,0.213431111
MAP1LC3B2,0.006095349,0.962250646
MAP1LC3C,0.078983983,0.386323676
MAP1S,0.046893416,0.014161168
MAP2,-0.036741004,0.019948364
MAP2K1,0.019800146,0.340442723
MAP2K2,-0.005332898,0.742156781
MAP2K3,0.107042612,7.15E-05
MAP2K4,-0.031119957,0.044066839
MAP2K4P1,-0.035764664,0.567233929
MAP2K5,0.022603862,0.205870302
MAP2K6,0.036986108,0.099084494
MAP2K7,-0.050416885,6.5E-05
MAP3K1,-0.042863785,0.031634944
MAP3K10,-0.024839537,0.273462508
MAP3K11,-0.024776408,0.242074921
MAP3K12,-0.009223841,0.58114003
MAP3K13,-0.000837363,0.963038061
MAP3K14,0.075630173,0.002875257
MAP3K14-AS1,0.036107289,0.455603608
MAP3K19,0.117461149,0.147968865
MAP3K2,0.022546077,0.092694466
MAP3K3,0.002391178,0.906764124
MAP3K4,0.006478409,0.701293898
MAP3K5,0.038086864,0.026701172
MAP3K6,0.15839529,4.66E-08
MAP3K7,0.006433909,0.612084811
MAP3K7CL,-0.060958292,0.205086591
MAP3K8,0.114045394,0.001859163
MAP3K9,-0.023769424,0.243964599
MAP4,-0.009651953,0.682068385
MAP4K1,-0.047680767,0.340842156
MAP4K2,-0.053706527,0.000198511
MAP4K3,-0.009853468,0.427397482
MAP4K4,-0.045286992,0.154941501
MAP4K5,-0.029925857,0.053969163
MAP6,-0.014238586,0.306370334
MAP6D1,-0.066025667,0.021710563
MAP7,-0.006462543,0.845683097
MAP7D1,-0.01905538,0.173126277
MAP7D2,-0.004546514,0.857130627
MAP7D3,0.063539284,0.034469866
MAP9,-0.028511761,0.07402407
MAPK1,0.007961644,0.550584257
MAPK10,0.024760231,0.118081807
MAPK11,0.006626289,0.812590607
MAPK12,-0.012469894,0.657956199
MAPK13,-0.039876735,0.094338723
MAPK14,0.041120055,4.53E-05
MAPK15,-0.012591932,0.908783316
MAPK1IP1L,0.024181536,0.123089276
MAPK3,0.052308313,0.004237398
MAPK4,0.04955678,0.064064763
MAPK6,-0.006948907,0.693328191
MAPK6PS3,-0.033665351,0.636901499
MAPK7,0.071738012,0.00038187
MAPK8,-0.028650396,0.008036741
MAPK8IP1,-0.03414651,0.01812237
MAPK8IP2,0.014547342,0.378982128
MAPK8IP3,0.012437315,0.400478157
MAPK9,-0.029582101,0.030534715
MAPKAP1,0.010370813,0.451387287
MAPKAPK2,0.064667707,0.008351081
MAPKAPK3,0.036097426,0.248307607
MAPKAPK5,-0.009478968,0.523856352
MAPKAPK5-AS1,0.00289158,0.907135663
MAPKBP1,-0.008971666,0.609926173
MAPRE1,0.019472612,0.368074531
MAPRE1P1,0.035363872,0.65564514
MAPRE1P3,-0.003097876,0.969743637
MAPRE2,0.007333039,0.743646124
MAPRE3,0.020883019,0.237577489
MAPT,-0.019210049,0.547853522
MAPT-AS1,0.039109783,0.487524465
MARCKS,-0.004549945,0.87051048
MARCKSL1,-0.035880192,0.341421198
MARCKSL1P1,0.005076588,0.956757234
MARCO,-0.36287685,0.002293002
MARK1,-0.020288759,0.100253198
MARK2,-0.031413021,0.004968136
MARK2P8,-0.020593765,0.765460499
MARK3,0.014310678,0.189457374
MARK4,0.036398139,0.008384247
MARS,0.017046055,0.212270524
MARS2,0.001501368,0.959040605
MARVELD1,-0.11931117,3.25E-05
MARVELD2,-0.092037871,0.034327704
MARVELD3,0.106585537,0.232244444
MAS1,-0.122347251,0.002979894
MASP1,0.119427785,0.008962765
MASP2,-0.022450691,0.774159488
MAST1,0.018822584,0.365612189
MAST2,0.022700545,0.05119461
MAST3,-0.008598973,0.789097484
MAST4,0.009354693,0.63641776
MAST4-AS1,0.036332799,0.714409871
MAST4-IT1,-0.016664333,0.856514294
MASTL,-0.042810089,0.055814724
MAT2A,0.003104635,0.910217775
MAT2B,0.03492522,0.004186115
MATK,0.011450799,0.651340895
MATN1,-0.037640161,0.623311101
MATN1-AS1,-0.000490098,0.994695143
MATN2,0.054056965,0.05507184
MATN3,-0.02903212,0.721889947
MATR3,-0.004351786,0.714402407
MAU2,-0.004047105,0.822390513
MAVS,-0.034175404,0.101040468
MAX,-0.001385622,0.946784367
MAZ,-0.021454729,0.202931108
MB,0.007491679,0.955736925
MB21D1,0.008134939,0.914000455
MB21D2,0.038810777,0.024322607
MBD1,0.028652335,0.000353247
MBD2,-0.031536164,0.052943209
MBD3,-0.009605318,0.741406138
MBD4,-0.012156261,0.365694444
MBD5,0.00521696,0.704467421
MBD6,-0.054944006,0.02007702
MBIP,0.011269599,0.591240717
MBL1P,0.086734347,0.04852984
MBL3P,-0.066695013,0.524910047
MBLAC1,-0.036884833,0.149399233
MBLAC2,0.001964487,0.945779587
MBNL1,0.019773646,0.132942925
MBNL1-AS1,0.017533012,0.577067279
MBNL2,-0.011691133,0.595287686
MBNL3,-0.028642126,0.52126612
MBOAT1,-0.196412659,2.41E-06
MBOAT2,-0.026859831,0.04976616
MBOAT7,0.018566977,0.336068343
MBP,-0.066649482,0.281668086
MBTD1,-0.019711717,0.148193462
MBTPS1,-0.011988532,0.290025476
MBTPS2,-0.01315604,0.566825014
MC1R,0.023588609,0.627039217
MC4R,0.244528379,8.5E-08
MCAM,-0.083603117,0.026160512
MCAT,-0.011724719,0.522536443
MCC,0.00976644,0.821900477
MCCC1,0.004985772,0.780723914
MCCC1-AS1,0.040196774,0.461906754
MCCC2,0.073163251,3.29E-05
MCEE,-0.000372238,0.989677186
MCF2,0.00279554,0.936416602
MCF2L,-0.03716377,0.014175721
MCF2L-AS1,-0.03026801,0.696850041
MCF2L2,0.025713456,0.316755805
MCFD2,0.022803541,0.155643032
MCFD2P1,-0.156161064,0.050191415
MCHR1,-0.086213684,0.00244135
MCHR2,-0.027343307,0.518056254
MCL1,0.097728032,0.002292768
MCM2,0.013073834,0.717891039
MCM3,0.008862429,0.71720476
MCM3AP,-0.007752466,0.53153654
MCM3AP-AS1,0.006206989,0.860763994
MCM4,0.003138161,0.900281312
MCM5,-0.010826977,0.813810936
MCM6,0.124659825,1.74E-10
MCM7,-0.051696621,0.034012249
MCM8,-0.00148026,0.967391268
MCM9,-0.021395135,0.18902821
MCMBP,0.003504097,0.886618669
MCMDC2,0.001839032,0.970580632
MCOLN1,-0.068361283,4.24E-05
MCOLN2,0.331820624,6.39E-05
MCOLN3,0.143816961,0.078170368
MCPH1,-0.022471589,0.050720238
MCRS1,-0.027902877,0.015421659
MCTP1,0.011660592,0.618665907
MCTP2,-0.106384515,0.009618845
MCTS1,-0.058395744,5.78E-05
MCU,-0.002157086,0.933679411
MCUR1,-0.006694275,0.738856326
MDC1,0.038784651,0.009918869
MDFI,0.01846527,0.800330046
MDFIC,0.034468422,0.255276746
MDGA1,-0.054681286,0.069099033
MDGA2,0.204306853,0.38711691
MDGA2,-0.016199957,0.490703815
MDH1,-0.014955028,0.52031687
MDH1B,-0.008737699,0.86182369
MDH2,0.016887282,0.208212906
MDK,0.118339438,0.016831636
MDM1,-0.000447428,0.984403381
MDM2,0.000251313,0.98954411
MDM4,0.005721866,0.80014874
MDN1,-0.000252284,0.990173088
MDP1,-0.040056418,0.11682247
ME1,0.049898991,0.00471737
ME2,0.011261854,0.502531103
ME3,0.018286497,0.326195185
MEA1,-0.01663421,0.363308866
MEAF6,-0.002437337,0.894411895
MECOM,-0.133399598,0.000669883
MECP2,-0.006806491,0.661431912
MECR,-0.00042541,0.98626981
MED1,-0.013123179,0.300307244
MED10,0.022607673,0.255802221
MED11,-0.0621244,0.001111324
MED12,0.004388036,0.840976079
MED12L,0.07190102,1.36E-05
MED13,-0.006202888,0.706383523
MED13L,0.042232325,0.000240445
MED14,0.00125153,0.959945388
MED14-AS1,-0.021912686,0.769447389
MED15,0.009757894,0.515895023
MED16,0.056695787,0.000215705
MED17,0.005559181,0.797171616
MED18,-0.01626311,0.640893025
MED19,0.021739492,0.197380169
MED20,-0.010786514,0.686470773
MED21,0.028777575,0.046459667
MED22,0.009110412,0.603968612
MED23,-0.006593653,0.704968932
MED24,-0.012899642,0.417417986
MED25,0.026341841,0.122436234
MED26,0.033138964,0.080298055
MED27,0.01192225,0.621827952
MED28,0.025391958,0.044380633
MED28P1,-0.032604181,0.770969694
MED28P3,0.029453792,0.711129452
MED28P7,-0.051659178,0.625195593
MED28P8,-0.038389838,0.663719693
MED29,-0.00348409,0.892325329
MED30,0.016526388,0.523925167
MED31,-0.038340203,0.032973252
MED4,-0.021131694,0.078263277
MED6,0.016812975,0.125957738
MED7,-0.027124518,0.024926157
MED8,-0.017929999,0.201748549
MED9,0.051088342,0.000533238
MEDAG,-0.014599878,0.88301318
MEF2A,0.001024053,0.967444422
MEF2B,0.042758088,0.782086342
MEF2BNB,0.028290614,0.111148338
MEF2BNB-MEF2B,0.032047848,0.781015681
MEF2C,0.036044943,0.039860436
MEF2C-AS1,0.055009809,0.01898826
MEF2D,-0.006394636,0.807996833
MEFV,0.098053466,0.064233723
MEG3,-0.012071346,0.769908885
MEG8,-0.082095242,0.014053467
MEG9,-0.077373162,0.129228056
MEGF10,0.007351278,0.890247222
MEGF11,0.038454285,0.256429344
MEGF6,-0.029798449,0.542010348
MEGF8,-0.016238809,0.335613469
MEGF9,0.019222658,0.183665072
MEI1,-0.070912136,0.339160157
MEIG1,-0.030155658,0.766538736
MEIOB,0.08307481,0.328003298
MEIS1,-0.040109047,0.15132626
MEIS1-AS2,0.078436241,0.403254554
MEIS2,0.037399083,0.04851511
MEIS3,-0.06537516,0.005850851
MEIS3P1,0.079721704,0.084398912
MEIS3P2,0.072267235,0.073729529
MEMO1,-0.030206007,0.007278867
MEMO1P1,-0.063425238,0.304527466
MEN1,0.020785352,0.15116092
MEOX2,-0.003858326,0.968587728
MEPCE,0.009731547,0.639170364
MEPE,0.168341844,0.002657416
MERTK,0.100406383,0.017826731
MESDC1,0.009680139,0.71746734
MESDC2,0.01136218,0.457408573
MESP1,0.049244734,0.093572589
MESP2,0.066088013,0.180270838
MEST,0.00290832,0.936963805
MESTP1,-0.067765073,0.24660479
MET,0.10544003,0.015962878
METAP1,0.006916183,0.698733376
METAP1D,-0.001033043,0.972528234
METAP2,-0.032898699,0.0014291
Metazoa_SRP,0.200228324,0.005646041
Metazoa_SRP,0.046649582,0.643426605
Metazoa_SRP,-0.049161429,0.522734347
Metazoa_SRP,-0.094690092,0.17513767
METRN,-0.032707091,0.305012387
METRNL,0.097149676,0.004209299
METTL1,-0.002678929,0.949825985
METTL10,-0.029710322,0.046483939
METTL12,0.079417743,0.005301529
METTL13,0.003891502,0.856254021
METTL14,0.046098016,6.7E-05
METTL15,0.031446573,0.034994165
METTL15P1,0.053933103,0.68123347
METTL16,-0.004559228,0.817154634
METTL17,-0.008118881,0.677603492
METTL18,-0.022933815,0.413218213
METTL20,-0.01667072,0.434222217
METTL21A,-0.020918442,0.247470239
METTL21AP1,0.020388214,0.810085819
METTL21B,0.059822263,0.085074245
METTL21C,-0.039503944,0.687950984
METTL21EP,-0.066297789,0.159103386
METTL22,0.01418987,0.492501921
METTL23,-0.001642345,0.949223901
METTL24,-0.075525061,0.066581293
METTL25,-0.048970459,0.058381129
METTL2A,-0.017747565,0.318217102
METTL2B,-0.003274167,0.906673192
METTL3,-0.032652484,0.0067988
METTL4,-0.015863229,0.431263927
METTL5,-0.000497134,0.981436773
METTL6,0.004337303,0.780975561
METTL7A,0.099416327,0.018281047
METTL7B,0.08267586,0.158869181
METTL8,-0.041841105,0.001380698
METTL9,-0.007077543,0.674142641
MEX3A,0.059208106,0.253773566
MEX3B,0.022705051,0.545690907
MEX3C,-0.006303881,0.758607876
MEX3D,-0.00365669,0.935028157
MFAP1,0.015347707,0.451609433
MFAP1P1,0.046526348,0.589182104
MFAP2,-0.121535821,0.242716909
MFAP3,0.021216977,0.212773833
MFAP3L,-0.020319388,0.492529328
MFAP4,0.023550239,0.789159287
MFAP5,0.142207311,0.055823476
MFF,-0.026714011,0.005851578
MFGE8,-0.050562683,0.096860354
MFHAS1,0.051242027,0.006474872
MFI2,0.009923162,0.773426585
MFI2-AS1,0.040328274,0.318028889
MFN1,-0.029497193,0.049608744
MFN2,0.003311171,0.850581827
MFNG,-0.113732305,0.019454224
MFSD1,-0.039849617,0.011497499
MFSD10,-0.011868437,0.622387582
MFSD11,-0.009327272,0.612640424
MFSD12,0.010808645,0.598697318
MFSD2A,-0.044650546,0.29077426
MFSD2B,0.051178849,0.611079951
MFSD3,-0.026677646,0.256187746
MFSD4,-0.037628385,0.039998597
MFSD5,-0.033175584,0.048685154
MFSD6,-0.055071194,0.004578286
MFSD7,0.044380656,0.341151137
MFSD8,-0.00361786,0.871239354
MFSD9,0.012784866,0.642513328
MGA,0.030532555,0.009868364
MGAM,0.186834578,0.010015675
MGARP,0.08078987,0.038671504
MGAT1,0.008685531,0.605997192
MGAT2,0.006840085,0.862306744
MGAT3,-0.009553065,0.595508768
MGAT4A,0.013783441,0.397661766
MGAT4B,-0.041796492,0.001557111
MGAT4C,0.065744629,0.012711403
MGAT5,-0.02717307,0.038982392
MGAT5B,-0.001614938,0.961351479
MGC10955,-0.042730029,0.743124702
MGEA5,0.037100098,0.002745515
MGLL,-0.031355202,0.106594879
MGME1,0.001182838,0.974214338
MGMT,0.022539949,0.479330475
MGP,-0.029803255,0.797620821
MGRN1,-0.005261906,0.79526621
MGST1,0.197689772,2.52E-06
MGST2,-0.027862867,0.333345011
MGST3,-0.034017585,0.016551588
MIA,0.132664551,0.175986414
MIA3,-0.007322116,0.617569647
MIAT,-0.046452568,0.148469102
MIB1,-0.008126035,0.622144357
MIB2,0.009154127,0.700421659
MICA,0.095330371,0.228146524
MICAL1,-0.044350483,0.046856104
MICAL2,-0.043771477,0.016801868
MICAL3,-0.044244437,0.002909178
MICALL1,-0.071842874,0.02047775
MICALL2,0.05391955,0.043029005
MICB,0.091658265,0.223136861
MICU1,0.02205688,0.071302911
MICU2,-0.038849512,0.000792493
MICU3,0.003145413,0.926254606
MID1,0.113749817,0.000108523
MID1IP1,-0.009761544,0.83007839
MID1IP1-AS1,-0.008726751,0.943240447
MID2,0.011993498,0.660288526
MIDN,0.042002062,0.376769698
MIEF1,-0.008406758,0.51853151
MIEF2,0.012257967,0.544500921
MIEN1,-0.013498711,0.534491193
MIER1,0.048451473,5.19E-05
MIER2,0.031454645,0.045269107
MIER3,0.025810752,0.066665136
MIF,0.028401153,0.172270245
MIF4GD,0.001648149,0.966527386
MIIP,0.056217618,0.001947794
MILR1,-0.208963113,0.013411269
MIMT1,-0.087138835,0.058614817
MINA,0.016652637,0.255601751
MINK1,0.048579122,1.2E-05
MINOS1,-0.042549038,0.009735419
MINOS1-NBL1,0.11151608,0.497818708
MINPP1,-0.001300666,0.964122029
MIOS,0.021504973,0.082366839
MIP,-0.07124319,0.295940355
MIPEP,-0.045523637,0.006243445
MIPEPP3,-0.010760477,0.930705591
MIPOL1,0.05082438,0.001822556
MIR1255B1,-0.045299644,0.531111357
MIR1302-10,0.026144529,0.863603569
MIR1302-2,-0.024289172,0.689199577
MIR133A1,-0.047303238,0.382749507
MIR137HG,-0.049981993,0.037283697
MIR142,-0.078933611,0.399615118
MIR143HG,-0.223064223,0.000350988
MIR145,-0.291987557,1.17E-05
MIR155HG,0.037856418,0.70621257
MIR17HG,-0.135172248,0.01275975
MIR181A1HG,-0.20221919,1.68E-05
MIR181A2HG,-0.082227172,0.395902392
MIR210HG,0.139053383,0.028440047
MIR219-2,-0.098154146,0.18386517
MIR22HG,-0.129002561,8.07E-05
MIR24-2,-0.044929849,0.571703971
MIR29B1,0.015793868,0.783947439
MIR302B,-0.060176811,0.456865488
MIR3179-2,-0.080279312,0.534441934
MIR3179-3,0.117451881,0.420248825
MIR31HG,-0.062726516,0.38701518
MIR3615,0.152108186,0.022911414
MIR3654,-0.039340557,0.63696792
MIR378D2,-0.059750501,0.524619152
MIR3916,-0.044197131,0.055649485
MIR4426,-0.074982249,0.440514907
MIR4435-1HG,0.034920796,0.179834501
MIR4453,0.006060083,0.840555408
MIR4458HG,0.067836625,0.024975664
MIR4461,0.062243157,0.53239947
MIR4500HG,-0.006835593,0.893089797
MIR4519,0.027770782,0.450768365
MIR497HG,-0.00033867,0.994035973
MIR503HG,-0.090098815,0.323476567
MIR600HG,-0.043531131,0.053902659
MIR7-3HG,-0.016628694,0.799298213
MIR940,-0.124642585,0.024786407
MIS12,-0.004422263,0.838950927
MIS18A,0.004281294,0.88484447
MIS18A-AS1,0.09410124,0.276685415
MIS18BP1,-0.030284794,0.188913559
MITD1,-0.02313768,0.240304881
MITF,-0.067222732,0.006877666
MKI67IP,-0.007120816,0.740976554
MKKS,-0.027415111,0.161969136
MKL1,0.037247847,0.005905577
MKL2,0.01803354,0.473241715
MKLN1,0.022459308,0.211534899
MKLN1-AS1,0.027631622,0.259411178
MKLN1-AS2,0.013232658,0.729220995
MKNK1,0.025445412,0.177905463
MKNK1-AS1,0.036838829,0.640101868
MKNK2,0.096055237,0.002725065
MKRN1,0.018247871,0.121863318
MKRN2,0.035467605,0.00065063
MKRN3,-0.03104986,0.444648373
MKRN5P,-0.054296284,0.329970157
MKRN7P,0.007139347,0.945523841
MKS1,0.021339419,0.240636761
MKX,-0.015443543,0.687691521
MLANA,-0.034305117,0.663915026
MLC1,0.113053724,0.007204751
MLEC,0.00187137,0.933937735
MLF1,0.044312497,0.0128005
MLF1IP,-0.005338517,0.948061925
MLF2,0.005614104,0.790924321
MLH1,-0.024765216,0.063594236
MLH3,-0.016272484,0.170001589
MLIP,-0.009450715,0.812994268
MLK4,0.042441937,0.041313884
MLKL,0.150932816,0.011651455
MLLT1,-0.005324717,0.889354369
MLLT10,0.005614187,0.670416745
MLLT10P1,-0.04322129,0.697254404
MLLT11,-0.022155438,0.271565937
MLLT3,0.026509067,0.081368766
MLLT4,0.022137203,0.07263041
MLLT4-AS1,0.021753618,0.760282694
MLLT6,-0.016496198,0.319928835
MLPH,0.006370249,0.963694342
MLST8,-0.028489816,0.102298224
MLTK,0.049198787,0.0375561
MLX,-0.033778065,0.018226536
MLXIP,0.008828222,0.63816079
MLXIPL,0.049193032,0.102351985
MLYCD,-0.014637528,0.550426901
MMAA,0.04679589,0.008148972
MMAB,0.004975425,0.835779147
MMACHC,-0.048736641,0.030488578
MMADHC,-0.023080851,0.031243499
MMD,-0.032223527,0.210889627
MMD2,-0.095035023,0.086396615
MME,0.008457443,0.88301318
MMEL1,0.301151582,0.00018745
MMGT1,0.003147957,0.906764124
MMP11,0.059805299,0.273672404
MMP14,0.021385445,0.742357578
MMP15,0.039120266,0.185427521
MMP16,-0.030525012,0.123395898
MMP17,-0.039784567,0.08972382
MMP19,0.127498289,0.176184725
MMP2,-0.11499782,0.015431069
MMP23A,-0.102771777,0.453593503
MMP23B,0.01982183,0.850200912
MMP24,0.004465615,0.881371234
MMP24-AS1,0.010515569,0.689975826
MMP25,0.181075953,0.008652483
MMP28,0.105957025,0.006083907
MMRN1,-0.09495605,0.289317751
MMRN2,-0.014529492,0.769447389
MMS19,0.017014186,0.24322798
MMS22L,0.026417161,0.263921405
MN1,-0.00904896,0.83167392
MNAT1,0.00012404,0.994734165
MND1,-0.007524166,0.937235536
MNDA,-0.071815579,0.245027717
MNS1,0.068913475,0.021844607
MNT,-0.043790425,0.015735785
MOAP1,-0.000799666,0.977328522
MOB1A,0.030260848,0.106342324
MOB1B,0.060342987,0.000260814
MOB2,-0.017755221,0.388243772
MOB3A,0.033740035,0.109583117
MOB3B,-0.057435896,0.058007389
MOB3C,0.057731979,0.02286137
MOB4,-0.00675103,0.698507614
MOBP,-0.147304131,0.006764088
MOCS1,0.029988636,0.062810972
MOCS2,0.001720776,0.925553309
MOCS3,0.026681806,0.112523943
MOG,-0.153713181,0.012590319
MOGS,0.004632637,0.820234232
MOK,0.004352038,0.876544531
MON1A,-0.002322441,0.929559257
MON1B,0.023838379,0.089851212
MON2,-0.00926076,0.390442852
MORC2,0.026880724,0.041244401
MORC2-AS1,-0.093790657,0.180270838
MORC3,0.001469113,0.935616132
MORC4,0.041129631,0.092881486
MORF4,-0.0113581,0.930735398
MORF4L1,0.000136446,0.993796592
MORF4L1P1,0.000676858,0.985061077
MORF4L2,0.005643294,0.722683305
MORF4L2-AS1,-0.063643087,0.309443358
MORN1,0.005459809,0.860977111
MORN2,0.001207101,0.965102454
MORN3,0.000158213,0.997228023
MORN4,0.015494189,0.424522218
MORN5,0.154477051,0.000768574
MOSPD1,0.001032225,0.965448498
MOSPD2,-0.106348472,0.000121781
MOSPD3,0.006608389,0.839201609
MOV10,0.018462853,0.548637088
MOV10L1,0.019316237,0.707120518
MOXD1,0.072133752,0.057008029
MPC1,-0.040242182,0.00297278
MPC2,0.019835572,0.139830093
MPDU1,-0.050365791,0.000373128
MPDZ,-0.029546194,0.040678181
MPEG1,-0.282188452,2.25E-06
MPG,0.000651373,0.980010413
MPHOSPH10,0.023517793,0.201159379
MPHOSPH6,0.018492016,0.343310119
MPHOSPH8,0.00743371,0.700307295
MPHOSPH9,-0.015977712,0.313984078
MPI,0.007120746,0.705738349
MPL,-0.132197505,0.116089406
MPLKIP,-0.016188573,0.30488174
MPND,-0.024327706,0.171340176
MPO,0.008015019,0.933679411
MPP1,0.014165937,0.482042059
MPP2,-0.006521018,0.76072424
MPP3,0.098674292,3.05E-06
MPP4,-0.016868057,0.83362608
MPP5,0.019860456,0.144974643
MPP6,0.057272402,3.88E-06
MPP7,0.015824206,0.664513953
MPPE1,-0.023498408,0.12107429
MPPED1,-0.006192987,0.837634021
MPPED2,-0.076381449,2.99E-07
MPRIP,-0.013740072,0.275250501
MPRIP-AS1,0.039367775,0.597828987
MPRIPP1,-0.041368445,0.570242947
MPST,0.05220377,0.031107644
MPV17,-0.015877844,0.290451311
MPV17L,-0.018703767,0.413706768
MPV17L2,-0.011620895,0.721696488
MPZ,0.064034032,0.171580281
MPZL1,-0.005961311,0.809631577
MPZL2,0.365448451,6.55E-05
MPZL3,-0.04978422,0.172197288
MR1,0.17137366,9.77E-10
MRAP2,0.010846672,0.788182673
MRAS,0.001089536,0.968939116
MRC1,-0.205037629,0.387505461
MRC1L1,-0.180305779,0.088556413
MRC2,-0.102761634,0.001760876
MRE11A,-0.026471333,0.10342977
MREG,-0.10773606,0.00051465
MRFAP1,0.027618647,0.048713692
MRFAP1L1,0.005634307,0.785405914
MRGBP,-0.043527683,0.004146222
MRGPRF,0.082433249,0.167939879
MRI1,-0.03581085,0.21000072
MRM1,0.03960387,0.10713285
MRO,0.04601542,0.38710438
MROH1,-0.020036065,0.357771519
MROH6,0.005488659,0.942452728
MROH7,0.007157707,0.913100473
MROH7-TTC4,0.040403475,0.680608347
MROH8,0.016129615,0.531711551
MRP63,-0.011772979,0.475984218
MRPL1,0.010573174,0.549936348
MRPL10,0.014073054,0.51919672
MRPL11,-0.008528623,0.663343463
MRPL12,-0.013436464,0.549694911
MRPL13,-0.003320949,0.883142877
MRPL14,-0.003824143,0.870180654
MRPL15,-0.018229598,0.34644437
MRPL16,-0.020155029,0.213790768
MRPL17,0.033979893,0.00829164
MRPL18,0.018412343,0.47654998
MRPL19,-0.022951579,0.045292525
MRPL2,0.013555048,0.443406705
MRPL20,-0.002348143,0.927445931
MRPL21,-0.023959311,0.403981394
MRPL22,-0.005758184,0.765618155
MRPL23,-0.031594339,0.119391143
MRPL23-AS1,-0.085232157,0.091122848
MRPL24,-0.020344241,0.252185672
MRPL27,-0.01323109,0.466635115
MRPL28,-0.008141002,0.698179371
MRPL3,0.004603374,0.759789111
MRPL30,0.14115047,0.189421558
MRPL30,-0.032985725,0.819334816
MRPL32,0.02379396,0.104810989
MRPL33,-0.027465907,0.301411919
MRPL34,-0.004739765,0.891227344
MRPL35,-0.002253165,0.908079099
MRPL35P1,0.036050826,0.721212945
MRPL35P3,-0.042056553,0.6630116
MRPL36,-0.02840055,0.126240637
MRPL37,-0.017144098,0.314250751
MRPL37P1,0.018126314,0.861160385
MRPL38,0.017793444,0.20812928
MRPL39,0.008695845,0.60851161
MRPL4,0.002830501,0.907345928
MRPL40,-0.018416078,0.21000072
MRPL41,0.036170293,0.071901245
MRPL42,-0.005921838,0.716704223
MRPL43,0.003955205,0.825184866
MRPL44,0.016028635,0.232816216
MRPL45,-0.012379123,0.512622215
MRPL45P2,0.035610831,0.422831256
MRPL46,0.001950914,0.935856913
MRPL47,-0.044427732,4.26E-05
MRPL48,-0.061160324,0.00019063
MRPL49,0.025816048,0.038554694
MRPL50,0.024278154,0.059477273
MRPL51,0.013775832,0.489353125
MRPL51P2,0.044969885,0.546189609
MRPL52,0.013746929,0.52688438
MRPL53,-0.024598078,0.228242682
MRPL54,-0.022299269,0.281808605
MRPL55,-0.007265887,0.766538736
MRPL9,0.020829322,0.085712278
MRPS10,-0.001009746,0.956757234
MRPS11,-0.014356218,0.299620739
MRPS12,-0.001447833,0.957409624
MRPS14,-0.011946085,0.452952798
